Id,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,EducationYears,Passport,Exited
5036,Chung,553,EEUU,Male,31.0,6,0.0,2,0.0,0.0,124596.63,9.7,26863104,0
5037,Hawkins,506,EEUU,Male,34.0,7,0.0,2,0.0,0.0,115842.1,9.8,24226377,0
5038,Wall,601,EEUU,Male,44.0,3,0.0,2,1.0,0.0,30607.11,10.9,10265515,0
5039,White,678,France,Male,23.0,10,115563.71,1,1.0,1.0,91633.53,9.9,20619741,0
5040,Brookes,719,EEUU,Male,69.0,3,0.0,2,1.0,1.0,58320.06,14.9,10715694,0
5041,Hall,564,Italy,Female,35.0,9,0.0,2,1.0,1.0,105837.38,11.5,10932667,0
5042,Mackie,657,France,Male,57.0,8,107174.58,1,1.0,1.0,126369.55,12.9,16218874,1
5043,Kennedy,704,EEUU,Male,50.0,4,165438.26,1,1.0,0.0,120770.75,14.9,14789283,1
5044,Nkemdilim,530,Italy,Female,36.0,2,0.0,2,1.0,1.0,14721.8,9.9,13142895,0
5045,Glover,675,Italy,Female,50.0,1,133204.91,1,0.0,1.0,8270.06,14.0,19449572,0
5046,L?,571,EEUU,Female,47.0,7,0.0,2,0.0,0.0,112366.98,13.8,24943245,0
5047,McDonald,611,Italy,Male,51.0,1,122874.74,1,1.0,1.0,149648.45,13.7,11807722,0
5048,Bonham,644,Italy,Male,28.0,0,0.0,2,1.0,0.0,119419.37,13.0,14131158,0
5049,Lung,714,France,Male,39.0,3,149887.49,2,1.0,0.0,63846.36,11.6,22912257,0
5050,Howell,543,EEUU,Female,67.0,0,128843.67,1,1.0,1.0,134612.48,16.6,18916329,0
5051,Hussain,657,Italy,Male,67.0,5,119785.47,2,1.0,1.0,107534.32,13.2,28386425,0
5052,DeRose,730,EEUU,Female,39.0,1,99010.67,1,1.0,0.0,194945.8,12.3,23672609,0
5053,Docherty,624,EEUU,Male,37.0,0,0.0,2,0.0,0.0,112104.55,11.6,19513187,0
5054,Lawless,506,EEUU,Male,37.0,5,0.0,2,1.0,1.0,127543.81,11.1,27392113,0
5055,Woods,627,EEUU,Male,43.0,8,71240.3,1,0.0,1.0,127734.16,11.8,20482190,0
5056,Johnson,505,Italy,Male,37.0,0,134006.39,1,1.0,1.0,93736.69,11.4,19313240,0
5057,Gomes,543,France,Male,41.0,6,143350.41,1,1.0,1.0,192070.16,13.8,11031974,1
5058,Chukwujamuike,771,EEUU,Female,66.0,7,143773.07,1,1.0,1.0,130827.88,16.3,12721256,0
5059,Dennis,548,France,Male,49.0,9,108437.89,1,0.0,0.0,127022.87,11.4,22385804,1
5060,Beggs,686,France,Male,43.0,2,134896.03,1,1.0,1.0,97847.05,13.8,28629778,0
5061,Hughes,722,EEUU,Male,37.0,2,0.0,1,0.0,0.0,120906.83,13.3,24960009,0
5062,McFarland,640,EEUU,Male,44.0,3,137148.68,1,1.0,0.0,92381.01,14.1,14772034,0
5063,Tseng,742,EEUU,Female,25.0,4,132116.13,2,1.0,0.0,129933.5,12.5,13035004,0
5064,Rossi,590,Italy,Male,22.0,7,125265.61,1,1.0,1.0,161253.08,9.6,19909314,0
5065,Macleod,701,Italy,Male,59.0,7,0.0,2,0.0,1.0,27597.59,14.9,13351530,0
5066,Diribe,655,EEUU,Female,47.0,10,0.0,2,1.0,0.0,167778.62,13.4,28822729,0
5067,P'eng,588,France,Male,41.0,2,131341.46,2,0.0,1.0,7034.94,9.4,12742068,0
5068,Linger,606,Italy,Male,34.0,3,161572.24,1,0.0,1.0,191076.22,10.4,19905493,0
5069,Torode,521,France,Female,61.0,0,125193.96,1,1.0,1.0,109356.53,15.1,28628680,0
5070,Andrejew,824,EEUU,Male,30.0,0,133634.02,1,1.0,1.0,162053.92,10.5,21922712,0
5071,Fomin,538,France,Female,42.0,4,80380.24,1,1.0,0.0,119216.46,12.3,19046934,0
5072,Milani,663,EEUU,Male,67.0,9,0.0,3,1.0,1.0,72318.77,14.4,11099664,0
5073,Mai,587,France,Female,45.0,8,134980.74,1,1.0,1.0,123309.57,14.7,22754936,1
5074,Bruno,850,France,Female,30.0,8,154870.28,1,1.0,1.0,54191.38,9.2,18976185,0
5075,Lo,744,Italy,Female,46.0,1,0.0,3,1.0,1.0,177431.59,15.1,12319597,1
5076,Napolitani,778,France,Female,48.0,3,102290.56,2,1.0,0.0,182691.31,15.2,15367652,0
5077,Ogbonnaya,573,Italy,Male,44.0,8,0.0,2,0.0,0.0,62424.46,11.5,17713718,0
5078,Hsia,622,France,Female,58.0,7,116922.25,1,1.0,0.0,120415.61,16.0,18050642,1
5079,Loggia,710,Italy,Male,62.0,3,131078.42,2,1.0,0.0,119348.76,15.6,25043033,1
5080,Willoughby,693,EEUU,Male,36.0,8,178111.82,1,0.0,0.0,58719.63,11.4,28759421,1
5081,Estrada,515,EEUU,Male,33.0,2,0.0,2,1.0,1.0,136028.97,11.9,21148445,0
5082,Moretti,589,EEUU,Male,46.0,9,0.0,2,1.0,0.0,170676.67,15.0,24947575,0
5083,Palerma,789,France,Male,43.0,8,119654.44,2,0.0,1.0,148412.24,13.7,14994250,1
5084,Knowles,604,France,Female,42.0,10,166031.45,1,1.0,0.0,98293.14,10.5,14929216,0
5085,Wilson,574,EEUU,Male,33.0,8,100267.03,1,1.0,0.0,103006.27,11.2,22651933,0
5086,Osinachi,795,France,Female,33.0,9,104552.72,1,1.0,1.0,120853.83,12.6,13258245,1
5087,Brothers,636,EEUU,Male,43.0,6,0.0,2,1.0,0.0,43128.95,13.3,10689243,0
5088,Nelson,743,EEUU,Male,30.0,7,77599.23,1,0.0,0.0,144407.1,11.3,19341700,0
5089,She,548,EEUU,Female,46.0,1,0.0,1,1.0,1.0,104469.06,13.2,13157262,1
5090,Akhtar,610,France,Male,36.0,7,115462.02,1,0.0,1.0,42581.04,12.7,20877803,0
5091,Frolova,672,France,Male,40.0,10,102980.44,1,1.0,0.0,1285.81,9.8,12801418,1
5092,Sutherland,572,EEUU,Female,47.0,2,0.0,2,1.0,0.0,36099.7,11.0,22753964,0
5093,Yefremov,689,France,Female,28.0,2,64808.32,2,0.0,0.0,78591.15,9.5,27112578,0
5094,O'Toole,731,EEUU,Male,31.0,1,132512.26,1,1.0,1.0,185466.85,10.0,13434757,0
5095,Hanson,699,EEUU,Female,32.0,4,110559.46,1,1.0,1.0,127429.56,10.9,28915466,0
5096,Davydova,734,France,Female,52.0,6,71283.09,2,0.0,1.0,38984.37,11.7,21525726,0
5097,Yuan,671,Italy,Male,34.0,10,153360.02,1,1.0,0.0,140509.86,13.7,24760662,0
5098,Gresswell,675,Italy,Male,32.0,10,0.0,2,1.0,0.0,191545.65,12.7,23075676,0
5099,Okeke,658,EEUU,Female,39.0,4,0.0,1,1.0,1.0,147530.06,13.7,11651956,0
5100,Onwumelu,815,EEUU,Male,35.0,4,0.0,2,0.0,1.0,198490.33,10.6,19353244,0
5101,Holden,579,EEUU,Male,31.0,9,0.0,1,0.0,1.0,139048.0,13.1,12595897,0
5102,Trevisano,587,EEUU,Male,36.0,1,0.0,2,0.0,1.0,17135.6,12.0,14241716,0
5103,McIntyre,623,Italy,Female,43.0,4,123536.52,2,0.0,0.0,154908.52,14.4,19565302,0
5104,Obiajulu,651,France,Male,31.0,7,138008.06,2,1.0,0.0,129912.74,12.7,28722770,0
5105,Parry,721,EEUU,Male,41.0,2,0.0,2,1.0,0.0,168219.75,12.8,26667453,0
5106,Frolov,692,France,Male,24.0,2,120596.93,1,0.0,1.0,180490.53,10.1,18677884,0
5107,McKay,623,EEUU,Male,40.0,6,0.0,2,1.0,1.0,66119.07,10.0,18082288,0
5108,Stirling,611,France,Female,29.0,4,78885.88,2,1.0,1.0,26927.69,10.9,25164811,0
5109,Thompson,533,EEUU,Male,47.0,9,83347.25,1,1.0,1.0,137696.25,11.9,24277303,0
5110,Hartzler,521,EEUU,Male,30.0,2,107316.09,1,1.0,0.0,64299.82,11.2,23202768,0
5111,Onyemauchechukwu,660,Italy,Female,33.0,1,0.0,2,0.0,0.0,117834.91,12.1,14594757,0
5112,Pan,850,France,Female,36.0,6,143644.16,1,1.0,0.0,22102.25,12.1,25799565,1
5113,Nkemakolam,678,EEUU,Male,43.0,5,102338.19,1,1.0,1.0,79649.62,13.5,11206144,0
5114,Tsou,496,France,Female,55.0,4,125292.53,1,1.0,1.0,31532.96,12.8,18472240,1
5115,Simmons,678,EEUU,Female,32.0,5,0.0,2,1.0,0.0,90284.47,9.3,22710167,0
5116,Ashton,548,EEUU,Female,32.0,2,172448.77,1,1.0,0.0,188083.77,13.8,22954173,1
5117,Walker,568,EEUU,Male,28.0,5,145105.64,2,1.0,0.0,185489.11,10.4,19192760,0
5118,Wang,512,EEUU,Female,36.0,3,84327.77,2,1.0,0.0,17675.36,8.8,14904433,0
5119,Fu,479,France,Male,35.0,9,92833.89,1,1.0,0.0,99449.86,13.2,21196981,1
5120,Chiazagomekpere,684,Italy,Female,31.0,8,0.0,2,1.0,0.0,188637.05,12.6,26946985,0
5121,Conti,684,EEUU,Male,45.0,6,148071.39,1,1.0,0.0,183575.01,11.8,17556095,0
5122,Francis,582,EEUU,Male,30.0,2,0.0,2,1.0,1.0,132029.95,9.9,11610982,0
5123,Simpson,691,Italy,Male,21.0,3,103000.94,1,1.0,1.0,104648.58,9.2,28609352,0
5124,Blackburn,680,France,Male,30.0,4,108300.27,2,0.0,1.0,44384.57,9.7,10407412,1
5125,Okeke,547,EEUU,Female,38.0,5,167539.97,1,0.0,1.0,159207.34,11.9,14214509,0
5126,Ku,788,France,Female,42.0,6,138650.49,2,1.0,0.0,64746.07,10.3,25503354,0
5127,Stewart,685,EEUU,Female,43.0,1,132667.17,1,1.0,1.0,41876.98,10.9,25473882,0
5128,Morris,749,France,Female,33.0,10,76692.22,1,0.0,1.0,30396.43,11.7,27349719,0
5129,Yin,410,France,Female,50.0,2,102278.79,2,1.0,0.0,89822.48,14.9,12305672,0
5130,Boyle,602,France,Female,53.0,5,98268.84,1,0.0,1.0,45038.29,13.1,12167175,1
5131,Combes,850,Italy,Male,51.0,3,109799.55,2,1.0,1.0,12457.76,14.2,23802916,1
5132,Okagbue,666,EEUU,Female,33.0,2,147229.65,1,1.0,1.0,56410.17,10.7,10152404,0
5133,Pirozzi,583,EEUU,Male,51.0,6,125268.03,2,1.0,0.0,165082.25,13.7,20189566,0
5134,Belonwu,663,France,Female,36.0,6,77253.5,1,0.0,0.0,35817.97,10.0,18241138,1
5135,Li Fonti,692,France,Male,45.0,6,152296.83,4,0.0,1.0,108040.86,12.8,20134970,1
5136,Chimaraoke,549,France,Female,31.0,9,135020.21,2,1.0,1.0,23343.18,10.6,26817116,0
5137,Gordon,813,EEUU,Male,34.0,0,0.0,2,1.0,0.0,43169.15,11.9,22384659,0
5138,Wong,606,France,Male,39.0,8,136000.45,2,1.0,0.0,31708.53,11.8,11993296,0
5139,Pugh,602,EEUU,Female,39.0,6,154121.32,2,1.0,0.0,176614.86,13.8,18441845,1
5140,Burn,822,France,Female,46.0,3,115074.02,2,1.0,0.0,26249.86,10.4,23079885,0
5141,Williamson,694,EEUU,Male,37.0,10,143835.47,1,0.0,1.0,33326.71,12.5,20540054,0
5142,Francis,505,France,Female,37.0,6,159863.9,2,0.0,1.0,125307.87,10.8,13435755,0
5143,Kelly,829,Italy,Male,50.0,7,0.0,2,0.0,1.0,178458.86,12.4,21997863,0
5144,Akabueze,668,Italy,Male,34.0,0,0.0,1,0.0,0.0,99984.86,9.5,17697112,0
5145,Ballard,515,EEUU,Male,65.0,7,92113.61,1,1.0,1.0,142548.33,13.2,11799408,0
5146,Archer,532,EEUU,Male,44.0,3,148595.55,1,1.0,0.0,74838.64,10.3,12153195,1
5147,Gilbert,606,Italy,Male,30.0,8,180307.73,2,1.0,1.0,1914.41,9.0,11659428,0
5148,Wood,835,France,Female,47.0,5,108289.28,2,1.0,1.0,45859.55,11.3,27482007,1
5149,Ford,468,EEUU,Male,22.0,2,0.0,2,1.0,0.0,28123.99,10.7,22284734,0
5150,Kennedy,555,France,Female,51.0,9,138214.5,1,1.0,0.0,198715.27,12.9,28416317,1
5151,Degtyaryov,670,Italy,Female,40.0,3,0.0,1,1.0,1.0,182650.15,13.5,12765933,0
5152,Dickinson,529,Italy,Female,39.0,2,82766.43,1,1.0,1.0,122925.44,12.1,16224013,0
5153,Tang,635,France,Female,65.0,5,117325.54,1,1.0,0.0,155799.86,13.9,14522796,1
5154,Ejimofor,850,EEUU,Male,68.0,5,169445.4,1,1.0,1.0,186335.07,13.9,24538952,0
5155,Hudson,850,Italy,Male,28.0,9,97408.03,1,1.0,1.0,175853.64,12.6,26551314,0
5156,Fleming,507,EEUU,Male,41.0,3,58820.32,2,1.0,1.0,138536.09,10.5,18356503,0
5157,Morley,645,France,Female,59.0,8,121669.93,2,0.0,0.0,91.75,14.0,17188862,1
5158,Saunders,665,Italy,Female,40.0,1,173432.55,1,0.0,1.0,116766.79,12.2,11528445,0
5159,Y?,645,EEUU,Male,31.0,7,161171.7,2,1.0,0.0,12599.94,8.6,22040684,1
5160,Moore,750,Italy,Female,36.0,8,112940.07,1,0.0,1.0,9855.81,12.6,22573318,0
5161,Caldwell,579,EEUU,Female,33.0,1,118392.75,1,1.0,1.0,157564.75,13.0,14620459,0
5162,Wan,817,France,Male,58.0,3,114327.59,2,1.0,1.0,42831.11,12.3,11600264,0
5163,Pharr,696,EEUU,Female,31.0,8,0.0,2,0.0,0.0,191074.11,12.6,15069420,0
5164,Afanasyeva,621,Italy,Male,42.0,8,68683.68,1,1.0,1.0,74157.71,10.8,17361151,0
5165,Jen,773,Italy,Female,39.0,4,0.0,2,0.0,1.0,182081.45,10.9,19247206,0
5166,Kanayochukwu,586,France,Male,38.0,2,136858.42,1,0.0,1.0,189143.94,13.3,28422311,0
5167,Norris,638,EEUU,Female,29.0,9,103417.74,1,1.0,1.0,15336.4,8.1,23907933,0
5168,Wan,718,EEUU,Male,38.0,7,0.0,2,1.0,0.0,38308.34,9.6,16533383,0
5169,Marcelo,731,Italy,Male,70.0,3,0.0,2,1.0,1.0,141180.66,17.4,27424814,0
5170,Wood,555,Italy,Female,24.0,2,0.0,2,0.0,1.0,197866.55,12.8,12395874,0
5171,Jen,488,EEUU,Female,22.0,6,0.0,2,1.0,1.0,66393.89,11.0,21930737,0
5172,Eidson,593,Italy,Male,27.0,10,0.0,3,0.0,0.0,94620.0,11.1,27619691,1
5173,Russo,657,Italy,Female,41.0,6,112119.48,1,1.0,0.0,17536.82,11.4,20776139,0
5174,Harvey,695,EEUU,Female,31.0,5,106089.2,1,0.0,0.0,99537.68,12.6,26614942,0
5175,Fleming,705,Italy,Male,44.0,0,184552.12,1,1.0,0.0,68860.3,13.2,23135393,1
5176,Chidiebele,745,EEUU,Male,36.0,8,67226.37,1,1.0,0.0,130789.6,13.1,12097122,0
5177,Enemuo,657,France,Female,48.0,5,143595.87,1,0.0,0.0,101314.65,11.1,10502768,1
5178,Cunningham,544,EEUU,Female,29.0,1,118560.55,1,1.0,1.0,164137.36,12.3,22660586,0
5179,Vorobyova,542,France,Female,35.0,9,127543.11,2,1.0,0.0,468.94,9.3,19161092,1
5180,Allnutt,709,France,Female,39.0,9,124723.92,1,1.0,0.0,73641.86,11.3,23538856,0
5181,Grant,724,France,Female,35.0,0,171982.95,2,0.0,1.0,167313.07,14.0,17139499,0
5182,Torres,507,EEUU,Female,29.0,4,89349.47,2,0.0,0.0,180626.68,10.3,12184783,0
5183,Owens,648,Italy,Male,42.0,2,98795.61,2,1.0,0.0,89123.99,11.5,26341322,0
5184,Chukwuemeka,600,EEUU,Female,49.0,6,0.0,1,0.0,1.0,148087.88,12.6,27927077,1
5185,Wallis,693,France,Male,46.0,2,104763.41,1,1.0,1.0,62368.33,12.6,26751383,0
5186,Pokrovskii,756,France,Male,41.0,2,124439.49,2,0.0,1.0,47093.11,12.4,27670403,0
5187,Chukwukadibia,753,EEUU,Female,50.0,4,0.0,2,1.0,1.0,861.4,13.0,17534416,0
5188,Mbanefo,771,EEUU,Male,50.0,3,105229.72,1,1.0,1.0,16281.68,11.5,10797966,1
5189,Ijendu,608,EEUU,Male,31.0,7,79962.92,2,1.0,0.0,60901.72,10.0,12490845,0
5190,Aleksandrova,684,France,Male,37.0,4,138476.41,2,1.0,1.0,52367.29,10.0,15110017,0
5191,Hunter,575,EEUU,Female,54.0,9,68332.96,1,1.0,1.0,144390.75,14.0,19238206,0
5192,Webb,581,France,Female,38.0,3,135157.05,1,1.0,1.0,32919.42,12.6,16545433,0
5193,Holloway,613,EEUU,Male,47.0,6,146034.74,1,1.0,1.0,77146.14,12.0,19357391,0
5194,Ruggiero,769,EEUU,Male,31.0,4,61297.05,2,1.0,1.0,7118.02,9.6,23903924,0
5195,Ku,640,EEUU,Male,45.0,1,0.0,1,1.0,1.0,10908.33,10.3,21329471,0
5196,T'ang,570,France,Male,29.0,4,122028.65,2,1.0,1.0,173792.77,11.8,10431242,0
5197,Gboliwe,512,EEUU,Female,41.0,8,145150.28,1,1.0,0.0,64869.32,11.2,22332795,1
5198,Udokamma,763,EEUU,Male,35.0,9,0.0,1,1.0,1.0,31372.91,11.4,27250980,0
5199,Alexander,679,EEUU,Male,42.0,1,0.0,2,0.0,0.0,71823.15,13.7,24872232,0
5200,Zakharov,789,EEUU,Male,27.0,6,0.0,2,1.0,0.0,103603.65,12.2,27677861,0
5201,Chao,508,EEUU,Female,41.0,5,0.0,2,1.0,1.0,94170.84,11.7,26846511,0
5202,Raff,395,France,Female,34.0,5,106011.59,1,1.0,1.0,17376.57,11.6,25947728,1
5203,Rogers,591,EEUU,Male,49.0,3,0.0,2,1.0,0.0,50123.44,12.4,19800660,0
5204,Abbott,693,Italy,Male,28.0,1,145118.83,1,0.0,1.0,77742.38,10.0,23142544,0
5205,Waters,529,Italy,Male,35.0,5,95772.97,1,1.0,1.0,112781.5,10.7,11863869,0
5206,Musgrove,599,EEUU,Male,50.0,3,121159.65,1,0.0,0.0,4033.39,13.5,21702478,1
5207,Volkova,721,France,Male,40.0,6,100275.88,1,1.0,0.0,138564.48,11.5,12282363,1
5208,Yin,669,EEUU,Female,29.0,7,146011.4,1,0.0,0.0,50249.16,10.8,12565487,0
5209,Ts'ui,715,EEUU,Female,35.0,3,0.0,1,1.0,1.0,152012.36,13.0,17620932,0
5210,Law,601,EEUU,Male,44.0,1,100486.18,2,1.0,1.0,62678.53,13.1,11853929,0
5211,H?,555,France,Female,46.0,4,120392.99,1,1.0,0.0,177719.88,14.3,22583047,1
5212,Muravyova,724,EEUU,Female,30.0,9,142475.87,1,1.0,1.0,107848.24,9.8,18390672,0
5213,Tokaryev,608,France,Male,33.0,1,102772.67,2,1.0,0.0,70705.58,10.1,27305282,0
5214,Jessop,699,Italy,Male,31.0,8,125927.51,2,1.0,0.0,147661.47,12.9,15273503,0
5215,Chuang,640,EEUU,Male,38.0,9,0.0,2,1.0,0.0,88827.67,9.8,28402662,0
5216,Flannagan,709,EEUU,Female,34.0,2,111669.68,1,1.0,0.0,57029.66,9.2,18453176,0
5217,Belisario,603,France,Male,35.0,1,105346.03,2,1.0,1.0,130379.5,11.0,25550397,0
5218,Anthony,490,France,Female,41.0,0,139659.04,1,1.0,1.0,176254.12,11.5,28669045,0
5219,Holt,837,France,Male,37.0,6,94001.61,2,1.0,0.0,140723.05,13.6,25421773,0
5220,Meng,645,EEUU,Male,42.0,4,98298.18,1,1.0,1.0,676.06,10.9,18564768,0
5221,Hsueh,850,Italy,Male,37.0,4,88141.1,1,1.0,0.0,109659.12,12.8,10901462,0
5222,Li,667,EEUU,Male,42.0,6,0.0,1,1.0,0.0,88890.05,11.3,12345457,0
5223,Pendergrass,679,Italy,Male,39.0,6,0.0,2,1.0,0.0,12266.06,10.6,18160355,0
5224,Sun,704,EEUU,Male,36.0,7,120026.98,2,0.0,1.0,100601.73,11.2,14757446,0
5225,Spring,678,EEUU,Female,26.0,1,0.0,2,1.0,0.0,45443.68,10.2,27202134,0
5226,Belov,500,France,Male,44.0,9,160838.13,2,1.0,0.0,196261.64,15.0,17862855,0
5227,Mann,625,EEUU,Male,52.0,5,164978.01,1,1.0,1.0,67788.49,13.2,13172140,0
5228,Hargreaves,511,France,Male,48.0,6,149726.08,1,0.0,0.0,88307.87,12.3,21236030,1
5229,Gill,513,EEUU,Female,43.0,9,0.0,2,1.0,0.0,152499.8,12.9,23698630,0
5230,Dolgorukova,767,Italy,Female,24.0,5,0.0,2,1.0,1.0,67445.85,10.9,18903150,0
5231,Padovesi,629,EEUU,Female,49.0,4,0.0,2,1.0,1.0,196335.48,14.2,23226271,0
5232,Shepherdson,691,EEUU,Female,33.0,1,128306.83,1,1.0,1.0,113580.79,10.5,24268313,0
5233,Hao,466,EEUU,Female,36.0,5,119540.15,1,0.0,1.0,80603.99,13.3,18043452,0
5234,Calabresi,796,Italy,Male,56.0,6,94231.13,1,0.0,0.0,121164.6,15.2,25126877,1
5235,Liang,627,Italy,Male,49.0,4,111087.5,1,0.0,1.0,146680.25,14.8,18612963,0
5236,Hodgson,670,Italy,Male,30.0,3,133446.34,1,0.0,0.0,3154.95,9.9,11721872,0
5237,Mistry,697,EEUU,Female,25.0,1,0.0,2,0.0,0.0,87803.32,10.1,21926202,0
5238,Carpenter,549,EEUU,Male,31.0,4,0.0,2,0.0,1.0,25684.85,8.9,26842458,0
5239,Johnstone,769,France,Male,27.0,7,188614.07,1,1.0,0.0,171344.09,13.4,11121611,0
5240,Chukwukadibia,746,EEUU,Female,24.0,4,0.0,1,0.0,1.0,94105.0,9.0,15343129,0
5241,Oluchi,748,EEUU,Male,40.0,0,0.0,1,0.0,0.0,60416.76,10.7,20798029,0
5242,Wyckoff,580,EEUU,Male,34.0,6,0.0,2,1.0,1.0,160095.31,12.4,23746222,0
5243,Andrews,610,EEUU,Male,36.0,4,129440.3,2,1.0,0.0,102638.35,11.9,20149147,0
5244,Simmons,688,Italy,Female,46.0,3,0.0,2,0.0,1.0,104902.68,14.5,25269191,0
5245,Topp,521,France,Male,41.0,8,120586.54,1,0.0,1.0,20491.15,11.8,16922510,0
5246,Ferguson,642,EEUU,Male,72.0,1,160541.0,2,1.0,1.0,142223.94,15.1,26623456,0
5247,Power,633,EEUU,Female,33.0,3,0.0,2,1.0,0.0,191111.02,12.9,16535531,0
5248,Narelle,510,France,Male,31.0,0,113688.63,1,1.0,0.0,33099.41,11.1,23391418,1
5249,Moysey,615,EEUU,Female,35.0,2,97440.02,2,1.0,1.0,139816.1,12.8,24616675,0
5250,Page,490,EEUU,Female,37.0,3,116465.53,1,0.0,1.0,24435.77,10.3,21630012,0
5251,Ballard,675,Italy,Male,36.0,9,106190.55,1,0.0,1.0,22994.32,8.9,24353250,0
5252,Anderson,552,Italy,Male,45.0,9,0.0,2,1.0,0.0,26752.56,13.7,11711801,0
5253,Brady,655,EEUU,Female,50.0,10,0.0,4,1.0,0.0,179267.94,12.0,28570856,1
5254,Butler,850,EEUU,Male,31.0,6,131996.66,2,1.0,1.0,178747.43,11.6,27721912,0
5255,Nucci,660,France,Male,31.0,9,125189.75,2,1.0,1.0,139874.43,13.2,28018854,0
5256,Allan,547,Italy,Female,44.0,5,0.0,3,0.0,0.0,5459.07,12.1,12570476,1
5257,Ross,623,EEUU,Male,23.0,1,106012.2,2,0.0,1.0,191415.94,10.4,26399669,0
5258,Fink,684,EEUU,Female,48.0,3,73309.38,1,0.0,0.0,21228.34,10.4,13488453,1
5259,Cremonesi,650,EEUU,Female,31.0,1,160566.11,2,0.0,0.0,27073.81,10.4,22825735,0
5260,Moretti,701,EEUU,Male,41.0,10,0.0,2,1.0,1.0,146257.77,12.8,24402538,0
5261,Timperley,477,EEUU,Male,27.0,1,128554.98,1,1.0,1.0,133173.19,11.3,26613546,0
5262,Lea,695,Italy,Male,44.0,8,0.0,2,1.0,1.0,70974.13,11.0,17766190,0
5263,Ukaegbunam,847,Italy,Female,37.0,9,112712.17,1,1.0,0.0,116097.26,13.5,18281464,0
5264,Hughes,764,EEUU,Female,39.0,5,81042.42,1,0.0,1.0,109805.17,12.0,27046482,0
5265,Yin,710,EEUU,Male,40.0,5,0.0,2,0.0,0.0,162878.96,13.7,17467972,0
5266,Nucci,771,Italy,Male,51.0,5,135506.58,3,1.0,1.0,152479.64,14.3,28306609,1
5267,Williamson,634,EEUU,Female,24.0,2,87413.19,1,1.0,0.0,63340.65,9.7,15111207,0
5268,Ugoji,701,EEUU,Female,37.0,3,0.0,2,1.0,1.0,164268.28,13.9,20422533,0
5269,Somadina,661,EEUU,Male,35.0,5,0.0,1,1.0,0.0,155394.52,10.2,15217535,0
5270,Payton,750,EEUU,Male,36.0,7,136492.92,3,1.0,1.0,26500.29,12.2,27770696,1
5271,Ch'ang,607,France,Female,37.0,4,135927.06,1,0.0,0.0,180890.4,14.2,22038177,0
5272,Calabresi,608,EEUU,Female,62.0,8,144976.5,1,0.0,0.0,175836.03,13.0,21921526,1
5273,Alexeyeva,767,France,Female,45.0,7,132746.2,2,1.0,0.0,26628.88,11.4,23593797,1
5274,Bruno,511,EEUU,Male,58.0,0,149117.31,1,1.0,1.0,162599.51,13.5,17925372,0
5275,Onyemachukwu,784,Italy,Male,33.0,10,0.0,2,1.0,0.0,162022.47,11.0,23374836,0
5276,Mancini,725,EEUU,Male,45.0,1,129855.32,1,0.0,0.0,24218.65,12.2,22403432,0
5277,Cheng,551,France,Female,30.0,2,143340.44,1,1.0,0.0,145796.49,10.2,11634124,0
5278,Chukwujekwu,666,EEUU,Male,40.0,5,0.0,2,1.0,0.0,147878.05,13.4,23330856,0
5279,Maconochie,606,EEUU,Male,47.0,3,93578.68,2,0.0,1.0,137720.56,15.1,27826153,1
5280,Teng,674,France,Female,38.0,10,83727.68,1,1.0,0.0,45418.12,13.2,25257965,0
5281,Wade,628,Italy,Female,55.0,7,0.0,3,1.0,0.0,85890.75,12.4,22519181,1
5282,Johnson,567,Italy,Female,45.0,1,157320.51,1,1.0,0.0,62193.92,13.4,21040206,0
5283,Cone,609,EEUU,Male,26.0,7,0.0,2,1.0,0.0,98463.99,11.7,20817080,0
5284,Tien,754,France,Male,27.0,7,117578.35,2,0.0,1.0,87908.01,9.9,10673406,0
5285,Fantin,579,EEUU,Female,39.0,3,166501.17,2,1.0,0.0,93835.64,12.5,24463987,0
5286,Jamieson,639,Italy,Female,27.0,8,133806.54,2,1.0,0.0,6251.3,10.0,24115834,0
5287,Lo Duca,849,France,Female,49.0,9,132934.89,1,1.0,0.0,171056.65,14.8,16051214,1
5288,King,594,EEUU,Male,61.0,3,62391.22,1,1.0,1.0,192434.11,15.3,22819334,0
5289,Kiernan,618,France,Female,40.0,1,133245.52,2,1.0,1.0,54495.82,13.1,19787496,0
5290,McWilliam,639,EEUU,Male,37.0,5,98186.7,1,0.0,1.0,173386.95,10.5,27075435,0
5291,Savage,732,EEUU,Male,46.0,0,0.0,2,1.0,1.0,184350.78,15.3,24008719,0
5292,Vasilyeva,561,EEUU,Male,56.0,7,152759.0,2,1.0,0.0,133167.11,13.1,14536384,1
5293,Fitch,567,Italy,Male,34.0,10,0.0,2,0.0,1.0,161571.79,12.2,24235001,0
5294,Kao,793,EEUU,Male,63.0,4,103729.79,2,1.0,1.0,80272.06,15.8,12511367,0
5295,Feng,564,Italy,Male,31.0,0,125175.58,1,1.0,1.0,72757.33,8.9,17227712,0
5296,Castella,584,EEUU,Male,28.0,10,0.0,2,1.0,0.0,19834.32,10.1,14520486,0
5297,Graham,642,EEUU,Male,62.0,7,0.0,2,1.0,1.0,61120.75,13.7,22358933,0
5298,Everett,651,EEUU,Male,40.0,4,0.0,2,1.0,1.0,147715.83,10.6,11175543,0
